N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Invoice N°;Invoice amount;Payment date;Open invoices;Paid invoices
15;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;MONDAY NIGHT;E19092138F90381;;;;;;;;2019.09.19;LLERIDA;H010;WINDBAHN;NCV 677 / WAM 677;€ 2 300;2019.09.23;;;; -   € ;   
7;;SPAR HU 009;KOPFSALAT;KOPFSALAT;SPAR HU 009;MONDAY NIGHT;;;;;;;;;2019.09.19;LLERIDA;H010;WINDBAHN;NCV 677 / WAM 677;€ 2 300;2019.09.23;;;; -   € ;   
5,5;;SPAR CRO 009;KOPFSALAT;KOPFSALAT;SPAR CRO 009;MONDAY MORNING;;;;;;;;;2019.09.19;LLERIDA;H010;WINDBAHN;NCV 677 / WAM 677;€ 2 300;2019.09.23;;;; -   € ;   
3;;PEAR LIMONERA;FRUBALMED;GHU;ALDI;;;€ 0,77;;KG;;;;;2019.09.19;LLERIDA;H010;WINDBAHN;NCV 677 / WAM 677;€ 2 300;2019.09.23;;;; -   € ;   
2,5;;LEMON;AXARFRUIT;GHU;ALDI;;;€ 1,03;;KG;€ 8,50;;;;2019.09.19;LLERIDA;H010;WINDBAHN;NCV 677 / WAM 677;€ 2 300;2019.09.23;;;; -   € ;   
22;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU;MONDAY NIGHT;;;;;;;;;2019.09.19;LLERIDA;LOG002;KUONI;PWZ 450 / WAK 390;€ 2 400;2019.09.23;;;; -   € ;   
11;;SPAR SLO;GRUPO NATURAL;GRUPO NATURAL;SPAR SLO;MONDAY MORNING;;;;;;;;;2019.09.19;LLERIDA;LOG002;KUONI;PWZ 450 / WAK 390;€ 2 400;2019.09.23;;;; -   € ;   
12;;PENNY HU;EUROGROUP;EUROGROUP;PENNY HU;WEDNESDAY NIGHT;;;;;;;;;2019.09.21;JAEN;GHU 011;KUONI;MBY 936 / XZJ 548;€ 3 000;2019.09.25;;;; -   € ;   
;12;GARLIC 200GR;GALLARDO;GHU;ALDI;;;€ 0,56;;PZS;;;;;2019.09.21;JAEN;GHU 011;KUONI;MBY 936 / XZJ 548;€ 3 000;2019.09.25;;;; -   € ;   
;4;GARLIC 200GR;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.09.21;JAEN;GHU 011;KUONI;MBY 936 / XZJ 548;€ 3 000;2019.09.25;;;; -   € ;   
22;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2019.09.21;LLERIDA;LOG003;KES-SEC;MME 300 / XWX 039;€ 2 000;2019.09.25;;;; -   € ;   
10;;SPAR SLO;AGESCO;AGESCO;SPAR SLO;WEDNESDAY MORNING;;;;;;;;;2019.09.21;LLERIDA;LOG003;KES-SEC;MME 300 / XWX 039;€ 2 000;2019.09.25;;;; -   € ;   
15;;SPAR HU BICSKE;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2019.09.21;LLERIDA;H011;WINDBAHN;NCV 679 / XXT 031;€ 2 300;2019.09.25;;;; -   € ;   
10;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2019.09.21;LLERIDA;H011;WINDBAHN;NCV 679 / XXT 031;€ 2 300;2019.09.25;;;; -   € ;   
3,5;;SPAR CRO 010;KOPFSALAT;KOPFSALAT;SPAR CRO 010;WEDNESDAY MORNING;;;;;;;;;2019.09.21;LLERIDA;H011;WINDBAHN;NCV 679 / XXT 031;€ 2 300;2019.09.25;;;; -   € ;   
;3;NECTARINA 10KG;FRUBALMED;GHU;;;;;;;;;;;2019.09.21;LLERIDA;H011;WINDBAHN;NCV 679 / XXT 031;€ 2 300;2019.09.25;;;; -   € ;   
7;;SPAR HU 011;KOPFSALAT;KOPFSALAT;SPAR HU 011 BICSKE;WEDNESDAY NIGHT;;;;;;;;;2019.09.23;BARCELONA;GHU 012;KUONI;MND 653 / WBL 576;€ 2 300;2019.09.25;;;; -   € ;   
7;;SPAR HU 012;KOPFSALAT;KOPFSALAT;SPAR HU 012 ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2019.09.23;BARCELONA;GHU 012;KUONI;MND 653 / WBL 576;€ 2 300;2019.09.25;;;; -   € ;   
;4;LEMON;AXARFRUIT;GHU;ALDI;;;€ 0,85;; KG ;€ 8,50;;5947;;2019.09.23;BARCELONA;GHU 012;KUONI;MND 653 / WBL 576;€ 2 300;2019.09.25;;;; -   € ;   
1;;FRAMBUESA 125GR;FRESSAN;GHU;ALDI;;;€ 8,50;; KG ;€ 8,50;;;;2019.09.23;BARCELONA;GHU 012;KUONI;MND 653 / WBL 576;€ 2 300;2019.09.25;;;; -   € ;   
;1;AUBERGINE;KOPFSALAT;GHU;GHUSZ/GHUBU;;;;;;;;;;2019.09.23;BARCELONA;GHU 012;KUONI;MND 653 / WBL 576;€ 2 300;2019.09.25;;;; -   € ;   
;2;LEMON;KOPFSALAT;GHU;GHUSZ/GHUBU;;;;;;;;;;2019.09.23;BARCELONA;GHU 012;KUONI;MND 653 / WBL 576;€ 2 300;2019.09.25;;;; -   € ;   
;6;PEACH RED 1 LAYER;KOPFSALAT;GHU;GHUSZ/GHUBU/PARTNERLOG;;;;;;;;;;2019.09.23;BARCELONA;GHU 012;KUONI;MND 653 / WBL 576;€ 2 300;2019.09.25;;;; -   € ;   
;1;PEAR LIMONERA;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.09.23;BARCELONA;GHU 012;KUONI;MND 653 / WBL 576;€ 2 300;2019.09.25;;;; -   € ;   
5,5;;SPAR CRO 011;KOPFSALAT;KOPFSALAT;SPAR CRO 011;FRIDAY MORNING;;;;;;;;;2019.09.25;BARCELONA;H012;WINDBAHN;NSE 941 / WBG 941;€ 1 070;2019.09.27;;;; -   € ;   
10;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;FRIDAY MORNING;;;;;;;;;2019.09.25;BARCELONA;H012;WINDBAHN;NSE 941 / WBG 941;€ 1 070;2019.09.27;;;; -   € ;   
0,5;;20# MANGO, 10# AQUACATE;AXARFRUIT;GHU;;;;;;;;;;;2019.09.25;BARCELONA;H012;WINDBAHN;NSE 941 / WBG 941;€ 1 070;2019.09.27;;;; -   € ;   
;9;CASAS ROYES - SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;FRIDAY MORNING;;;;;;;;;2019.09.24;LLERIDA;GHU 013;KUONI;PUS 096 / XXN 679;€ 2 300;2019.09.27;;;; -   € ;   
10;;SPAR SLO;GRUPO NATURAL;GRUPO NATURAL;SPAR SLO;FRIDAY MORNING;;;;;;;;;2019.09.24;LLERIDA;GHU 013;KUONI;PUS 096 / XXN 679;€ 2 300;2019.09.27;;;; -   € ;   
7;;PERA LIMONERA;FRUBALMED;GHU;ALDI;;;€ 0,77;; KG ;;;;;2019.09.24;LLERIDA;GHU 013;KUONI;PUS 096 / XXN 679;€ 2 300;2019.09.27;;;; -   € ;   
1,5;;FRAMBUESA 125GR;FRESSAN;GHU;ALDI;;;€ 8,50;; KG ;;;;;2019.09.24;LLERIDA;GHU 013;KUONI;PUS 096 / XXN 679;€ 2 300;2019.09.27;;;; -   € ;   
;3;COURGETTE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.09.24;LLERIDA;GHU 013;KUONI;PUS 096 / XXN 679;€ 2 300;2019.09.27;;;; -   € ;   
9;;SPAR HU 013;KOPFSALAT;KOPFSALAT;SPAR HU 013;MONDAY NIGHT;;;;;;;;;2019.09.26;ALMERIA;GHU 015;VASKÓ;PFZ 913 / XXN 627;€ 3 000;2019.09.30;;;; -   € ;   
13;;SPAR HU 014;KOPFSALAT;KOPFSALAT;SPAR HU 014;MONDAY NIGHT;;;;;;;;;2019.09.26;ALMERIA;GHU 015;VASKÓ;PFZ 913 / XXN 627;€ 3 000;2019.09.30;;;; -   € ;   
10;;SPAR SLO 001;KOPFSALAT;KOPFSALAT;SPAR SLO 001;MONDAY MORNING;;;;;;;;;2019.09.26;ALMERIA;GHU 015;VASKÓ;PFZ 913 / XXN 627;€ 3 000;2019.09.30;;;; -   € ;   
1;;CAPSICUM RED;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.09.26;ALMERIA;GHU 015;VASKÓ;PFZ 913 / XXN 627;€ 3 000;2019.09.30;;;; -   € ;   
5;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;MONDAY NIGHT;;;;;;;;;2019.09.26;LLERIDA;H013;KUONI;NUX 983 / WBZ 417;€ 2 400;2019.09.30;;;; -   € ;   
5;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;MONDAY MORNING;;;;;;;;;2019.09.26;LLERIDA;H013;KUONI;NUX 983 / WBZ 417;€ 2 400;2019.09.30;;;; -   € ;   
8,5;;SPAR CRO 012;KOPFSALAT;KOPFSALAT;SPAR CRO 012;MONDAY MORNING;;;;;;;;;2019.09.26;LLERIDA;H013;KUONI;NUX 983 / WBZ 417;€ 2 400;2019.09.30;;;; -   € ;   
;6;CASAS ROYES - SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;MONDAY MORNING;;;;;;;;;2019.09.26;LLERIDA;H013;KUONI;NUX 983 / WBZ 417;€ 2 400;2019.09.30;;;; -   € ;   
;3;GARLIC 200GR;GALLARDO;GHU;ALDI;;;€ 0,59;; PZS ;€ 8,50;;;;2019.09.26;LLERIDA;H013;KUONI;NUX 983 / WBZ 417;€ 2 400;2019.09.30;;;; -   € ;   
0,5;;20# MANGO, 20# AVOCADO;AXARFRUIT;GHU;;;;;;;€ 8,50;;;;2019.09.26;LLERIDA;H013;KUONI;NUX 983 / WBZ 417;€ 2 400;2019.09.30;;;; -   € ;   
;2;TOM. CHERRY;HORTICHUELAS;SZENTESI;;;;;;;€ 8,50;;;;2019.09.26;LLERIDA;H013;KUONI;NUX 983 / WBZ 417;€ 2 400;2019.09.30;;;; -   € ;   
;1;TOM. CHERRY;HORTICHUELAS;SZENTESI;;;;;;;;;;;2019.09.27;BARCELONA;GHU 014;WINDBAHN;NSE 942 / WBG 942;€ 2 200;2019.09.29;;;; -   € ;   
112#;;FRAMBUESA 125GR;FRESSAN;GHU;ALDI;;;€ 8,50;; KG ;;;;;2019.09.27;BARCELONA;GHU 014;WINDBAHN;NSE 942 / WBG 942;€ 2 200;2019.09.29;;;; -   € ;   
;7;PERA LIMONERA;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.09.27;BARCELONA;GHU 014;WINDBAHN;NSE 942 / WBG 942;€ 2 200;2019.09.29;;;; -   € ;   
7;1;CAPSICUM RED;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.09.27;BARCELONA;GHU 014;WINDBAHN;NSE 942 / WBG 942;€ 2 200;2019.09.29;;;; -   € ;   
3;1;AUBERGINE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.09.27;BARCELONA;GHU 014;WINDBAHN;NSE 942 / WBG 942;€ 2 200;2019.09.29;;;; -   € ;   
;1;CAPSICUM RED STD;KOPFSALAT;GHU;GHUSZ/GHUBU;;;;;;;;;;2019.09.27;BARCELONA;GHU 014;WINDBAHN;NSE 942 / WBG 942;€ 2 200;2019.09.29;;;; -   € ;   
;3;COURGETTE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.09.27;BARCELONA;GHU 014;WINDBAHN;NSE 942 / WBG 942;€ 2 200;2019.09.29;;;; -   € ;   
;1;PEACH RED;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2019.09.27;BARCELONA;GHU 014;WINDBAHN;NSE 942 / WBG 942;€ 2 200;2019.09.29;;;; -   € ;   
;1;LEMON 10KG;KOPFSALAT;GHU;GHUSZ/GHUBU;;;;;;;;;;2019.09.27;BARCELONA;GHU 014;WINDBAHN;NSE 942 / WBG 942;€ 2 200;2019.09.29;;;; -   € ;   
;1;PLUM;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2019.09.27;BARCELONA;GHU 014;WINDBAHN;NSE 942 / WBG 942;€ 2 200;2019.09.29;;;; -   € ;   
;1;PEAR LIMONERA 1KG;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2019.09.27;BARCELONA;GHU 014;WINDBAHN;NSE 942 / WBG 942;€ 2 200;2019.09.29;;;; -   € ;   
10;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2019.09.28;LLERIDA;H014;KES-SEC;NTS 871 / XZR 598;€ 2 000;2019.10.02;;;; -   € ;   
5;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2019.09.28;LLERIDA;H014;KES-SEC;NTS 871 / XZR 598;€ 2 000;2019.10.02;;;; -   € ;   
8,5;;SPAR CRO 013;KOPFSALAT;KOPFSALAT;SPAR CRO 013;WEDNESDAY MORNING;;;;;;;;;2019.09.28;LLERIDA;H014;KES-SEC;NTS 871 / XZR 598;€ 2 000;2019.10.02;;;; -   € ;   
9;;PENNY HU;EUROGROUP;EUROGROUP;PENNY HU;WEDNESDAY NIGHT;;;;;;;;;2019.09.28;LLERIDA;H014;KES-SEC;NTS 871 / XZR 598;€ 2 000;2019.10.02;;;; -   € ;   
0,5;;FRAMBUESA 125GR;FRESSAN;GHU;ALDI;;;€ 8,50;; KG ;;;;;2019.09.28;LLERIDA;H014;KES-SEC;NTS 871 / XZR 598;€ 2 000;2019.10.02;;;; -   € ;   
10;;SPAR HU 015;KOPFSALAT;KOPFSALAT;SPAR HU 015;WEDNESDAY NIGHT;;;;;;;;;2019.09.28;ALMERIA;H015;KES-SEC;RMA 867 / XZP 710;€ 3 000;2019.10.02;;;; -   € ;   
14;;SPAR HU 016;KOPFSALAT;KOPFSALAT;SPAR HU 016;WEDNESDAY NIGHT;;;;;;;;;2019.09.28;ALMERIA;H015;KES-SEC;RMA 867 / XZP 710;€ 3 000;2019.10.02;;;; -   € ;   
;6;CASAS ROYES - SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;WEDNESDAY MORNING;;;;;;;;;2019.09.28;ALMERIA;H015;KES-SEC;RMA 867 / XZP 710;€ 3 000;2019.10.02;;;; -   € ;   
1;;FRAMBUESA 125GR;FRESSAN;GHU;ALDI;;;€ 8,50;; KG ;;;;;2019.09.28;ALMERIA;H015;KES-SEC;RMA 867 / XZP 710;€ 3 000;2019.10.02;;;; -   € ;   
10,5;;SPAR CRO 014;KOPFSALAT;KOPFSALAT;SPAR CRO 014;FRIDAY MORNING;;;;;;;;;2019.10.01;LLERIDA;GHU 016;KUONI;MBY 936 / XZJ 548;€ 2 400;2019.10.04;;;; -   € ;   
5;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;FRIDAY MORNING;;;;;;;;;2019.10.01;LLERIDA;GHU 016;KUONI;MBY 936 / XZJ 548;€ 2 400;2019.10.04;;;; -   € ;   
;2;TOM. CHERRY;HORTICHUELAS;SZENTESI;;;;;;;;;;;2019.10.01;LLERIDA;GHU 016;KUONI;MBY 936 / XZJ 548;€ 2 400;2019.10.04;;;; -   € ;   
1;;FRAMBUESA 125GR;FRESSAN;GHU;ALDI;;;€ 8,50;; KG ;;;;;2019.10.01;LLERIDA;GHU 016;KUONI;MBY 936 / XZJ 548;€ 2 400;2019.10.04;;;; -   € ;   
7;;PERA LIMONERA;FRUBALMED;GHU;ALDI;;;€ 0,79;; KG ;;;162/AL19;;2019.10.01;LLERIDA;GHU 016;KUONI;MBY 936 / XZJ 548;€ 2 400;2019.10.04;;111,11;; 111,11 € ;   
3;;AUBERGINE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.10.01;LLERIDA;GHU 016;KUONI;MBY 936 / XZJ 548;€ 2 400;2019.10.04;;;; -   € ;   
3;;CAPSICUM RED I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.10.01;LLERIDA;GHU 016;KUONI;MBY 936 / XZJ 548;€ 2 400;2019.10.04;;;; -   € ;   
7;;SPAR SLO;AGESCO;AGESCO;SPAR SLO;MONDAY MORNING;;;;;;;;;2019.10.03;LLERIDA;H016;KUONI;NUX 982 / XXN 679;€ 2 500;2019.10.07;;;; -   € ;   
;6;CASAS ROYES - SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;MONDAY MORNING;;;;;€ 8,50;;;;2019.10.03;LLERIDA;H016;KUONI;NUX 982 / XXN 679;€ 2 500;2019.10.07;;;; -   € ;   
2,5;;SPAR CRO 015;KOPFSALAT;KOPFSALAT;SPAR CRO 015;MONDAY MORNING;;;;;;;;;2019.10.03;LLERIDA;H016;KUONI;NUX 982 / XXN 679;€ 2 500;2019.10.07;;;; -   € ;   
6;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;MONDAY MORNING;;;;;€ 8,50;;;;2019.10.03;LLERIDA;H016;KUONI;NUX 982 / XXN 679;€ 2 500;2019.10.07;;;; -   € ;   
9;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;MONDAY NIGHT;;;;;€ 8,50;;;;2019.10.03;LLERIDA;H016;KUONI;NUX 982 / XXN 679;€ 2 500;2019.10.07;;;; -   € ;   
0,5;;MANGO;AXARFRUIT;GHU;;;;;;;;;;;2019.10.03;LLERIDA;H016;KUONI;NUX 982 / XXN 679;€ 2 500;2019.10.07;;;; -   € ;   
8;;SPAR HU 017;KOPFSALAT;KOPFSALAT;SPAR HU 017;MONDAY NIGHT;;;;;;;;;2019.10.04;BARCELONA;LOG004;WINDBAHN;NCV 678 / XXY 290;€ 1 540;2019.10.06;;;; -   € ;   
9;;PENNY HU;EUROGROUP;EUROGROUP;PENNY HU;MONDAY NIGHT;;;;;;;;;2019.10.04;BARCELONA;LOG004;WINDBAHN;NCV 678 / XXY 290;€ 1 540;2019.10.06;;;; -   € ;   
25;;CAPSICUM CAL.RED I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.10.04;ALMERÍA;GHU 017;VASKÓ;NHK 663 / WDH 473;€ 3 000;2019.10.08;;;; -   € ;   
1;1;AUBERGINE II;KOPFSALAT;GHU;GHUSZ/GHUBU;;;;;;;;;;2019.10.04;ALMERÍA;GHU 017;VASKÓ;NHK 663 / WDH 473;€ 3 000;2019.10.08;;;; -   € ;   
;1;CAPSICUM CAL.RED II;KOPFSALAT;GHU;GHUSZ/GHUBU;;;;;;;;;;2019.10.04;ALMERÍA;GHU 017;VASKÓ;NHK 663 / WDH 473;€ 3 000;2019.10.08;;;; -   € ;   
;1;CAPSICUM CAL.YELLOW II;KOPFSALAT;GHU;GHUSZ/GHUBU;;;;;;;;;;2019.10.04;ALMERÍA;GHU 017;VASKÓ;NHK 663 / WDH 473;€ 3 000;2019.10.08;;;; -   € ;   
;1;CAPSICUM CAL.GREEN II;KOPFSALAT;GHU;GHUSZ/GHUBU;;;;;;;;;;2019.10.04;ALMERÍA;GHU 017;VASKÓ;NHK 663 / WDH 473;€ 3 000;2019.10.08;;;; -   € ;   
2;;AUBERGINE I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.10.04;ALMERÍA;GHU 017;VASKÓ;NHK 663 / WDH 473;€ 3 000;2019.10.08;;;; -   € ;   
7;;SPAR HU;AGESCO;AGESCO;SPAR HU;MONDAY NIGHT;;;;;;;;;2019.10.04;BARCELONA;GHU 018;SERGIO;SB16HRM / R2533BCZ;€ 2 500;2019.10.06;;;; -   € ;   
11;;SPAR HU 018;KOPFSALAT;KOPFSALAT;SPAR HU 018;MONDAY NIGHT;;;;;;;;;2019.10.04;BARCELONA;GHU 018;SERGIO;SB16HRM / R2533BCZ;€ 2 500;2019.10.06;;;; -   € ;   
;2;TOM. CHERRY;HORTICHUELAS;SZENTESI;;;;;;;€ 8,50;;;;2019.10.04;BARCELONA;GHU 018;SERGIO;SB16HRM / R2533BCZ;€ 2 500;2019.10.06;;;; -   € ;   
1;;FRAMBUESA 125GR;FRESSAN;GHU;ALDI;;;€ 8,50;; KG ;€ 8,50;;;;2019.10.04;BARCELONA;GHU 018;SERGIO;SB16HRM / R2533BCZ;€ 2 500;2019.10.06;;;; -   € ;   
;1;AVOCADO;AXARFRUIT;GHU;GHUBU;;;;;;€ 8,50;;;;2019.10.04;BARCELONA;GHU 018;SERGIO;SB16HRM / R2533BCZ;€ 2 500;2019.10.06;;;; -   € ;   
;1;POMEGRANATE;KOPFSALAT;GHU;GHUSZ/GHUBU;;;;;;;;;;2019.10.04;BARCELONA;GHU 018;SERGIO;SB16HRM / R2533BCZ;€ 2 500;2019.10.06;;;; -   € ;   
;3;COURGETTE;KOPFSALAT;GHU;ALDI/GHUBU;;;;;;;;;;2019.10.04;BARCELONA;GHU 018;SERGIO;SB16HRM / R2533BCZ;€ 2 500;2019.10.06;;;; -   € ;   
;1;NECTARINA;KOPFSALAT;GHU;GHUSZ/GHUBU;;;;;;;;;;2019.10.04;BARCELONA;GHU 018;SERGIO;SB16HRM / R2533BCZ;€ 2 500;2019.10.06;;;; -   € ;   
;1;PEAR;KOPFSALAT;GHU;GHUSZ/GHUBU;;;;;;;;;;2019.10.04;BARCELONA;GHU 018;SERGIO;SB16HRM / R2533BCZ;€ 2 500;2019.10.06;;;; -   € ;   
;1;KHAKI;KOPFSALAT;GHU;GHUSZ/GHUBU;;;;;;;;;;2019.10.04;BARCELONA;GHU 018;SERGIO;SB16HRM / R2533BCZ;€ 2 500;2019.10.06;;;; -   € ;   
;1;MANDARINE;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2019.10.04;BARCELONA;GHU 018;SERGIO;SB16HRM / R2533BCZ;€ 2 500;2019.10.06;;;; -   € ;   
10;;SPAR HU 019;KOPFSALAT;KOPFSALAT;SPAR HU 019;WEDNESDAY NIGHT;;;;;;;;;2019.10.05;ALMERÍA;GHU 019;WINDBAHN;RCU 252 / WBG 942;€ 3 000;2019.10.09;;;; -   € ;   
15;;SPAR HU 020;KOPFSALAT;KOPFSALAT;SPAR HU 020;WEDNESDAY NIGHT;;;;;;;;;2019.10.05;ALMERÍA;GHU 019;WINDBAHN;RCU 252 / WBG 942;€ 3 000;2019.10.09;;;; -   € ;   
4;;AUBERGINE I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.10.05;ALMERÍA;GHU 019;WINDBAHN;RCU 252 / WBG 942;€ 3 000;2019.10.09;;;; -   € ;   
;1;AUBERGINE I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.10.05;ALMERÍA;GHU 019;WINDBAHN;RCU 252 / WBG 942;€ 3 000;2019.10.09;;;; -   € ;   
;2;CAPSICUM CAL. RED II;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.10.05;ALMERÍA;GHU 019;WINDBAHN;RCU 252 / WBG 942;€ 3 000;2019.10.09;;;; -   € ;   
4,5;;SPAR CRO 016;KOPFSALAT;KOPFSALAT;SPAR CRO 016;WEDNESDAY MORNING;;;;;;;;;2019.10.05;LLERIDA;GHU 020;KES-SEC;MFN 560 / XXK 906;€ 2 000;2019.10.09;;;; -   € ;   
6;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2019.10.05;LLERIDA;GHU 020;KES-SEC;MFN 560 / XXK 906;€ 2 000;2019.10.09;;;; -   € ;   
1;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2019.10.05;LLERIDA;GHU 020;KES-SEC;MFN 560 / XXK 906;€ 2 000;2019.10.09;;;; -   € ;   
7;;SPAR HU;AGESCO;AGESCO;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2019.10.05;LLERIDA;GHU 020;KES-SEC;MFN 560 / XXK 906;€ 2 000;2019.10.09;;;; -   € ;   
9;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2019.10.05;LLERIDA;GHU 020;KES-SEC;MFN 560 / XXK 906;€ 2 000;2019.10.09;;;; -   € ;   
1;;FRAMBUESA 125GR;FRESSAN;GHU;ALDI;;;€ 8,50;;KG;€ 8,50;;;2;2019.10.05;LLERIDA;GHU 020;KES-SEC;MFN 560 / XXK 906;€ 2 000;2019.10.09;;;; -   € ;   
0,5;;AVOCADO;AXARFRUIT;GHU;;;;;;;;;;1;2019.10.05;LLERIDA;GHU 020;KES-SEC;MFN 560 / XXK 906;€ 2 000;2019.10.09;;;; -   € ;   
;2;CAPSICUM CAL. RED I;KOPFSALAT;GHU;;;;;;;;;;;2019.10.05;LLERIDA;GHU 020;KES-SEC;MFN 560 / XXK 906;€ 2 000;2019.10.09;;;; -   € ;   
;1;KHAKI;KOPFSALAT;GHU;;;;;;;;;;;2019.10.05;LLERIDA;GHU 020;KES-SEC;MFN 560 / XXK 906;€ 2 000;2019.10.09;;;; -   € ;   
4,5;;SPAR CRO 017;KOPFSALAT;KOPFSALAT;SPAR CRO 017;FRIDAY MORNING;;;;;;;;;2019.10.08;LLERIDA;GHU 021;KUONI;MGE 491 / XZJ 157;€ 2 400;2019.10.11;;;; -   € ;   
10;;SPAR SLO 002;KOPFSALAT;KOPFSALAT;SPAR SLO 002;FRIDAY MORNING;;;;;;;;;2019.10.08;LLERIDA;GHU 021;KUONI;MGE 491 / XZJ 157;€ 2 400;2019.10.11;;;; -   € ;   
6;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;FRIDAY MORNING;;;;;;;;;2019.10.08;LLERIDA;GHU 021;KUONI;MGE 491 / XZJ 157;€ 2 400;2019.10.11;;;; -   € ;   
1;;FRAMBUESA 125GR;FRESSAN;GHU;ALDI;;;€ 8,50;;KG;€ 8,50;;;;2019.10.08;LLERIDA;GHU 021;KUONI;MGE 491 / XZJ 157;€ 2 400;2019.10.11;;;; -   € ;   
5;;CAPSICUM CAL. RED I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.10.08;LLERIDA;GHU 021;KUONI;MGE 491 / XZJ 157;€ 2 400;2019.10.11;;;; -   € ;   
4;;AUBERGINE I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2019.10.08;LLERIDA;GHU 021;KUONI;MGE 491 / XZJ 157;€ 2 400;2019.10.11;;;; -   € ;   
0,5;;MANGO;AXARFRUIT;GHU;GHUSZ/GHUBU;;;;;;;;;;2019.10.08;LLERIDA;GHU 021;KUONI;MGE 491 / XZJ 157;€ 2 400;2019.10.11;;;; -   € ;   
;1;TOM. CHERRY;HORTICHUELAS;SZENTESI;SZENTESI;;;;;;;;;;2019.10.08;LLERIDA;GHU 021;KUONI;MGE 491 / XZJ 157;€ 2 400;2019.10.11;;;; -   € ;   
4,5;;SPAR CRO 017;KOPFSALAT;KOPFSALAT;SPAR CRO 017;FRIDAY MORNING;;;;;;;;;2019.10.08;LLERIDA;GHU 021;KUONI;MGE 491 / XZJ 157;€ 2 400;2019.10.11;;;; -   € ;   
10;;SPAR SLO 002;KOPFSALAT;KOPFSALAT;SPAR SLO 002;FRIDAY MORNING;;;;;;;;;2019.10.08;LLERIDA;GHU 021;KUONI;MGE 491 / XZJ 157;€ 2 400;2019.10.11;;;; -   € ;   
6;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;FRIDAY MORNING;;;;;;;;;2019.10.08;LLERIDA;GHU 021;KUONI;MGE 491 / XZJ 157;€ 2 400;2019.10.11;;;; -   € ;   
