N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Invoice N°;Invoice amount;Payment date;Open invoices;Paid invoices;;;;;;;;;;;
4;;CUCUMBER DUTCH STD FILM 14/16PZS;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.16;ALMERIA;GHU 158;KÓNYA;NUS 386 / WEH 574;€ 3 300;2021.02.19;;;;;;;;;;;;;;;;
7;;TOMATO SAN ROQUE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.16;ALMERIA;GHU 158;KÓNYA;NUS 386 / WEH 574;€ 3 300;2021.02.19;;;;;;;;;;;;;;;;
2;;TOM. PEAR PACKAGE 10*500GR;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.16;ALMERIA;GHU 158;KÓNYA;NUS 386 / WEH 574;€ 3 300;2021.02.19;;;;;;;;;;;;;;;;
1;;BIO CUCUMBER DUTCH 12PZS IFCO;KOPALMERIA;GHU;ALDI;TUESDAY UP ALMERIA;;€ 0,60;;PZS;€ 0,00; € -   ;KOP072-01/002453;1;2021.02.16;ALMERIA;GHU 158;KÓNYA;NUS 386 / WEH 574;€ 3 300;2021.02.19;;;;;;;;;;;;;;;;
2;;BIO TOM. CHERRY PEAR 9X250GR;KOPALMERIA;GHU;ALDI;TUESDAY UP ALMERIA;;€ 0,89;;PZS;€ 0,00; € -   ;KOP072-01/002453;1;2021.02.16;ALMERIA;GHU 158;KÓNYA;NUS 386 / WEH 574;€ 3 300;2021.02.19;;;;;;;;;;;;;;;;
1;;CUCUMBER DUTCH STD 14/16PZS;KOPALMERIA;GHU;ALDI;TUESDAY UP ALMERIA;;€ 0,75;;KG;€ 0,00; € -   ;KOP072-01/002455;1;2021.02.16;ALMERIA;GHU 158;KÓNYA;NUS 386 / WEH 574;€ 3 300;2021.02.19;;;;;;;;;;;;;;;;
1;;CUCUMBER DUTCH FILM 16PZS;KOPALMERIA;GHU;ALDI;TUESDAY UP ALMERIA;;€ 1,55;;KG;€ 0,00; € -   ;KOP072-01/002455;1;2021.02.16;ALMERIA;GHU 158;KÓNYA;NUS 386 / WEH 574;€ 3 300;2021.02.19;;;;;;;;;;;;;;;;
;2;CAPSICUM CAL. RED STD;KOPALMERIA;GHU;ALDI;TUESDAY UP ALMERIA;;€ 0,65;;KG;€ 0,00; € -   ;KOP072-01/002455;1;2021.02.16;ALMERIA;GHU 158;KÓNYA;NUS 386 / WEH 574;€ 3 300;2021.02.19;;;;;;;;;;;;;;;;
;3;CAPSICUM PALERMO IFCO;COCO;GHU;ALDI;TUESDAY UP ALMERIA;;€ 1,40;;KG;€ 0,00; € -   ;COC025-A20-213;2;2021.02.16;ALMERIA;GHU 158;KÓNYA;NUS 386 / WEH 574;€ 3 300;2021.02.19;;;;;;;;;;;;;;;;
;2;CAPSICUM PALERMO I;ALDENOR;GHU;ALDI;TUESDAY UP ALMERIA;;€ 1,40;;KG;€ 0,00; € -   ;ALD005-004365;3;2021.02.16;ALMERIA;GHU 158;KÓNYA;NUS 386 / WEH 574;€ 3 300;2021.02.19;;;;;;;;;;;;;;;;
;2;CAPSICUM PALERMO CORTO;ALDENOR;GHU;ALDI;TUESDAY UP ALMERIA;;€ 1,10;;KG;€ 0,00; € -   ;ALD005-004365;3;2021.02.16;ALMERIA;GHU 158;KÓNYA;NUS 386 / WEH 574;€ 3 300;2021.02.19;;;;;;;;;;;;;;;;
;2;CAPSICUM PALERMO STD;ALDENOR;GHU;ALDI;TUESDAY UP ALMERIA;;€ 0,80;;KG;€ 0,00; € -   ;ALD005-004365;3;2021.02.16;ALMERIA;GHU 158;KÓNYA;NUS 386 / WEH 574;€ 3 300;2021.02.19;;;;;;;;;;;;;;;;
7;;SPAR HU BICSKE 137;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 137;SATURDAY NIGHT;;;;;;;;;2021.02.16;ALMERIA;H085;IMANOV;SJG 481 / WBG 941;€ 3 500;2021.02.20;;;;;;;;;;;;;;;;
11;;SPAR HU ÜLLŐ 138;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 138;SATURDAY NIGHT;;;;;;;;;2021.02.16;ALMERIA;H085;IMANOV;SJG 481 / WBG 941;€ 3 500;2021.02.20;;;;;;;;;;;;;;;;
;2;CAPSICUM CORNO WHITE II PLASTIC;COSTA;GHU;GHUBU/GHUSZ;TUESDAY UP ALMERIA;;€ 0,60;;KG;€ 0,00; € -   ;COS031-06-1364;2;2021.02.16;ALMERIA;H085;IMANOV;SJG 481 / WBG 941;€ 3 500;2021.02.20;;;;;;;;;;;;;;;;
6;;MANDARINE 10X900GR;FRUBALMED;GHU;ALDI;TUESDAY UP VALENCIA;;€ 0,90;;PZS;€ 0,00; € -   ;FRU076-26/AL21;1;2021.02.16;ALMERIA;H085;IMANOV;SJG 481 / WBG 941;€ 3 500;2021.02.20;;;;;;;;;;;;;;;;
6;;CELERY 6X500GR IFCO;AGESCO;GHU;ALDI;TUESDAY UP MURCIA;;€ 0,39;;PZS;€ 0,00; € -   ;AGE025-V/1114;;2021.02.16;ALMERIA;H085;IMANOV;SJG 481 / WBG 941;€ 3 500;2021.02.20;;;;;;;;;;;;;;;;
14;;TESCO HU 144;KOPFSALAT;KOPFSALAT;TESCO HU 144;FRIDAY;;;;;;;;;2021.02.16;ALMERIA;LOG114;BVT;PSG 240 / WAN-721;€ 3 500;2021.02.19;;;;;;;;;;;;;;;;
15;;TESCO HU 145;KOPFSALAT;KOPFSALAT;TESCO HU 145;SATURDAY;;;;;;;;;2021.02.16;ALMERIA;LOG114;BVT;PSG 240 / WAN-721;€ 3 500;2021.02.19;;;;;;;;;;;;;;;;
4;;SPAR HU BICSKE 137/A;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 137/A;SATURDAY NIGHT;;;;;;;;;2021.02.16;ALMERIA;LOG114;BVT;PSG 240 / WAN-721;€ 3 500;2021.02.19;;;;;;;;;;;;;;;;
7;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;FRIDAY MORNING;;;;;;;;;2021.02.17;BARCELONA;LOG115;KÓNYA;RRJ 471 / WCG 914;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
12;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;FRIDAY MORNING;;;;;;;;;2021.02.17;BARCELONA;LOG115;KÓNYA;RRJ 471 / WCG 914;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
2;;SPAR CRO;EUROCASTELL;EUROCASTELL;SPAR CRO;FRIDAY MORNING;;;;;€ 8,50;;;;2021.02.17;BARCELONA;LOG115;KÓNYA;RRJ 471 / WCG 914;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
3;;SPAR HU BICSKE V/1112;AGESCO;AGESCO;SPAR HU BICSKE V/1112;SATURDAY NIGHT;;;;;;;;;2021.02.17;BARCELONA;LOG115;KÓNYA;RRJ 471 / WCG 914;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
9;;SPAR HU ÜLLŐ V/1113;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1113;SATURDAY NIGHT;;;;;;;;;2021.02.17;BARCELONA;LOG115;KÓNYA;RRJ 471 / WCG 914;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
4;;CAPSICUM PALERMO I;FAUS DURA;GHU;ALDI;;;€ 1,42;;KG;;;FAU009-BL0012339;;2021.02.17;PERPIGNAN;H086;LIVIU;BH 19 NEO / BH 53 PAP;€ 320;2021.02.19;;;;;;;;;;;;;;;;
8,4;;CUCUMBER DUTCH II;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.02.17;ALMERIA;GHU 159;KUONI;NUX 982 / WBZ 417;€ 3 400;2021.02.20;;;;;;;;;;;;;;;;
4;;CUCUMBER DUTCH STD FILM 14/16PZS;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.17;ALMERIA;GHU 159;KUONI;NUX 982 / WBZ 417;€ 3 400;2021.02.20;;;;;;;;;;;;;;;;
10;;TOM. PEAR PACKAGE 10*500GR;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.17;ALMERIA;GHU 159;KUONI;NUX 982 / WBZ 417;€ 3 400;2021.02.20;;;;;;;;;;;;;;;;
2,6;;CAPSICUM PALERMO II;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.02.17;ALMERIA;GHU 159;KUONI;NUX 982 / WBZ 417;€ 3 400;2021.02.20;;;;;;;;;;;;;;;;
5;;TOM. PEAR MMM;KOPFSALAT;GHU;ALDI/GHUBU/GHUSZ;;;;;;;;;;2021.02.17;ALMERIA;GHU 159;KUONI;NUX 982 / WBZ 417;€ 3 400;2021.02.20;;;;;;;;;;;;;;;;
3;;TOM. PEAR MM;KOPFSALAT;GHU;ALDI/GHUBU/GHUSZ;;;;;;;;;;2021.02.17;ALMERIA;GHU 159;KUONI;NUX 982 / WBZ 417;€ 3 400;2021.02.20;;;;;;;;;;;;;;;;
12;;SPAR CRO 63;KOPFSALAT;KOPFSALAT;SPAR CRO 63;FRIDAY MORNING;;;;;;;;;2021.02.17;BARCELONA;GHU 160;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
3;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;FRIDAY MORNING;;;;;;;;;2021.02.17;BARCELONA;GHU 160;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/1109;AGESCO;AGESCO;SPAR HU BICSKE V/1109;SATURDAY NIGHT;;;;;;;;;2021.02.17;BARCELONA;GHU 160;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ V/1108;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1108;SATURDAY NIGHT;;;;;;;;;2021.02.17;BARCELONA;GHU 160;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE V/1111;AGESCO;AGESCO;SPAR HU BICSKE V/1111;SATURDAY NIGHT;;;;;;;;;2021.02.17;BARCELONA;GHU 160;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/1110;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1110;SATURDAY NIGHT;;;;;;;;;2021.02.17;BARCELONA;GHU 160;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE MA21-002714;EUROCASTELL;EUROCASTELL;SPAR HU BICSKE MA21-002714;SATURDAY NIGHT;;;;;€ 8,50;;;;2021.02.17;BARCELONA;GHU 160;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
4;;SPAR HU ÜLLŐ MA21-002706;EUROCASTELL;EUROCASTELL;SPAR HU ÜLLŐ MA21-002706;SATURDAY NIGHT;;;;;€ 8,50;;;;2021.02.17;BARCELONA;GHU 160;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
1;;BIO LEMON 10*400GR;AXARFRUIT;GHU;SPAR HU;WEDNESDAY UP BARCELONA;;;€ 0,55;PZS;€ 8,50;;AXA033-001252;1;2021.02.17;BARCELONA;GHU 160;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
;4;CAPSICUM PALERMO I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.17;BARCELONA;GHU 160;KÓNYA;SFB 841 / WDA 626;€ 2 200;2021.02.19;;;;;;;;;;;;;;;;
;1;CUCUMBER DUTCH I 12PZS;KOPALMERIA;VEGS&BAGS;VEGS&BAGS;THURSDAY UP ALMERIA;;€ 0,85;;KG;;;;;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
;1;CAPSICUM CAL. RED STD;KOPALMERIA;VEGS&BAGS;VEGS&BAGS;THURSDAY UP ALMERIA;;€ 0,80;;KG;;;;;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
10;;TOM. PEAR PACKAGE 10*500GR;KOPFSALAT;GHU;ALDI;;;€ 0,45;;PZS;;;;;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
0,1;;TOM. CHERRY KUMATO 9*250GR 20#;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
0,1;;TOM. CHERRY YELLOW PACKAGE 9*250GR;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
0,8;;TOM. CHERRY ROUND PACKAGE 9*250GR;KOPFSALAT;GHU;PARTNERLOG;;;;;;;;;;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
1;;TOM. CHERRY PEAR PACKAGE 12*250GR;KOPFSALAT;GHU;PARTNERLOG/GHUBU;;;;;;;;;;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
;1;TOM. CHERRY TRI-MIX PACKAGE 10*300GR;KOPFSALAT;GHU;PARTNERLOG/GHUBU;;;;;;;;;;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
;2;TOMATO LONGLIFE M;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
1,5;1;TOMATO BUNCH I MM;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
0,5;;TOMATO KUMATO LOOSE;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
;2;TOMATO BUNCH I M;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
;1;CUCUMBER DUTCH 12PZS;FRANIAL;GHU;GHUBU;THURSDAY UP ALMERIA;;€ 1,29;;KG;€ 0,00; € -   ;FRA004-021806;2;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
2;;CUCUMBER DUTCH 16PZS;FRANIAL;GHU;ALDI;THURSDAY UP ALMERIA;;€ 1,12;;KG;€ 0,00; € -   ;FRA004-021806;2;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
1;;BIO CUCUMBER DUTCH 12PZS IFCO;KOPALMERIA;GHU;ALDI;THURSDAY UP ALMERIA;;€ 0,68;;PZS;€ 0,00; € -   ;KOP073-019;1;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
1;;CUCUMBER DUTCH I FILM 16 PZS;KOPALMERIA;GHU;ALDI;THURSDAY UP ALMERIA;;€ 1,05;;KG;€ 0,00; € -   ;KOP073-021;1;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
1;;CUCUMBER DUTCH STD;KOPALMERIA;GHU;ALDI;THURSDAY UP ALMERIA;;€ 0,60;;KG;€ 0,00; € -   ;KOP073-021;1;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
;2;CAPSICUM CAL. RED STD;KOPALMERIA;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA;;€ 0,65;;KG;€ 0,00; € -   ;KOP073-021;1;2021.02.18;ALMERIA;GHU 161;SERGIO;MS 03 CNJ / MS 05 CNJ;€ 3 700;2021.02.21;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE V/1144;AGESCO;AGESCO;SPAR HU BICSKE V/1144;MONDAY NIGHT;;;;;;;;;2021.02.18;MURCIA;H087;HRT;PSW 743 / WBF 872;€ 2 900;2021.02.22;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/1143;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1143;MONDAY NIGHT;;;;;;;;;2021.02.18;MURCIA;H087;HRT;PSW 743 / WBF 872;€ 2 900;2021.02.22;;;;;;;;;;;;;;;;
9;;SPAR HU BICSKE V/1146;AGESCO;AGESCO;SPAR HU BICSKE V/1146;MONDAY NIGHT;;;;;;;;;2021.02.18;MURCIA;H087;HRT;PSW 743 / WBF 872;€ 2 900;2021.02.22;;;;;;;;;;;;;;;;
14;;SPAR HU ÜLLŐ V/1145;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1145;MONDAY NIGHT;;;;;;;;;2021.02.18;MURCIA;H087;HRT;PSW 743 / WBF 872;€ 2 900;2021.02.22;;;;;;;;;;;;;;;;
6;;CELERY 6*500G IFCO;AGESCO;GHU;ALDI;THURSDAY UP MURCIA;;€ 0,39;;PZS;€ 0,00; € -   ;AGE026-V/1133;;2021.02.18;MURCIA;H087;HRT;PSW 743 / WBF 872;€ 2 900;2021.02.22;;;;;;;;;;;;;;;;
26;;TESCO HU 147;KOPFSALAT;KOPFSALAT;TESCO HU 147;MONDAY;;;;;;;;;2021.02.18;ALMERIA;LOG116;HRT;RMX 005 / WBF 874;€ 3 450;2021.02.22;;;;;;;;;;;;;;;;
7;;SPAR HU ÜLLŐ 140/A;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 140/A;MONDAY NIGHT;;;;;;;;;2021.02.18;ALMERIA;LOG116;HRT;RMX 005 / WBF 874;€ 3 450;2021.02.22;;;;;;;;;;;;;;;;
28;;TESCO HU 148;KOPFSALAT;KOPFSALAT;TESCO HU 148;TUESDAY;;;;;;;;;2021.02.18;ALMERIA;LOG117;HRT;MB 06 LRG / MNNI 069;€ 3 450;2021.02.22;;;;;;;;;;;;;;;;
5;;SPAR HU ÜLLŐ 140/B;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 140/B;MONDAY NIGHT;;;;;;;;;2021.02.18;ALMERIA;LOG117;HRT;MB 06 LRG / MNNI 069;€ 3 450;2021.02.22;;;;;;;;;;;;;;;;
27;;SPAR CRO 064;KOPFSALAT;KOPFSALAT;SPAR CRO 064;MONDAY MORNING;;;;;;;;;2021.02.19;BARCELONA;LOG118;KÓNYA;SFB 842 / WEH 571;€ 2 200;2021.02.22;;;;;;;;;;;;;;;;
5;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;MONDAY MORNING;;;;;;;;;2021.02.19;BARCELONA;LOG118;KÓNYA;SFB 842 / WEH 571;€ 2 200;2021.02.22;;;;;;;;;;;;;;;;
1;;SPAR CRO;EUROCASTELL;EUROCASTELL;SPAR CRO;MONDAY MORNING;;;;;;;;;2021.02.19;BARCELONA;LOG118;KÓNYA;SFB 842 / WEH 571;€ 2 200;2021.02.22;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/1140;AGESCO;AGESCO;SPAR HU BICSKE V/1140;MONDAY NIGHT;;;;;;;;;2021.02.19;BARCELONA;LOG119;SERGIO;SB 85 HNL / R 2661 BCD;€ 2 600;2021.02.21;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ V/1139;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1139;MONDAY NIGHT;;;;;;;;;2021.02.19;BARCELONA;LOG119;SERGIO;SB 85 HNL / R 2661 BCD;€ 2 600;2021.02.21;;;;;;;;;;;;;;;;
4,5;;SPAR HU BICSKE V/1142;AGESCO;AGESCO;SPAR HU BICSKE V/1142;MONDAY NIGHT;;;;;;;;;2021.02.19;BARCELONA;LOG119;SERGIO;SB 85 HNL / R 2661 BCD;€ 2 600;2021.02.21;;;;;;;;;;;;;;;;
7,5;;SPAR HU ÜLLŐ V/1141;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1141;MONDAY NIGHT;;;;;;;;;2021.02.19;BARCELONA;LOG119;SERGIO;SB 85 HNL / R 2661 BCD;€ 2 600;2021.02.21;;;;;;;;;;;;;;;;
19;;TESCO HU 146;KOPFSALAT;KOPFSALAT;TESCO HU 146;SUNDAY ;;;;;;;;;2021.02.19;BARCELONA;LOG119;SERGIO;SB 85 HNL / R 2661 BCD;€ 2 600;2021.02.21;;;;;;;;;;;;;;;;
;8;BILEKLEVI;BILEKLEVI;BILEKLEVI;;;;;;;;;;;2021.02.19;BARCELONA;GHU 162;KÓNYA;SHB 850 / WEH 535;€ 1 660;2021.02.21;;;;;;;;;;;;;;;;
12;;SPAR HU ÜLLŐ 140;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 140;MONDAY NIGHT;;;;;;;;;2021.02.19;BARCELONA;GHU 162;KÓNYA;SHB 850 / WEH 535;€ 1 660;2021.02.21;;;;;;;;;;;;;;;;
;1;CELERY 6*500G IFCO;KOPFSALAT;GHU;ALDI/GHUSZ;;;;;;;;;;2021.02.19;BARCELONA;GHU 162;KÓNYA;SHB 850 / WEH 535;€ 1 660;2021.02.21;;;;;;;;;;;;;;;;
;2;CAPSICUM CAL. RED I;KOPFSALAT;GHU;ALDI/GHUSZ;;;;;;;;;;2021.02.19;BARCELONA;GHU 162;KÓNYA;SHB 850 / WEH 535;€ 1 660;2021.02.21;;;;;;;;;;;;;;;;
;3;LETTUCE ICEBERG;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.02.19;BARCELONA;GHU 162;KÓNYA;SHB 850 / WEH 535;€ 1 660;2021.02.21;;;;;;;;;;;;;;;;
;1;TOM. PEAR M;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.02.19;BARCELONA;GHU 162;KÓNYA;SHB 850 / WEH 535;€ 1 660;2021.02.21;;;;;;;;;;;;;;;;
1;;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.19;BARCELONA;GHU 162;KÓNYA;SHB 850 / WEH 535;€ 1 660;2021.02.21;;;;;;;;;;;;;;;;
;;CAPSICUM PADRON LOOSE 4#;KOPFSALAT;GHU;;;;;;;;;;;2021.02.19;BARCELONA;GHU 162;KÓNYA;SHB 850 / WEH 535;€ 1 660;2021.02.21;;;;;;;;;;;;;;;;
;7;CAPSICUM PALERMO I;COCO;GHU;ALDI;THURSDAY UP ALMERIA;;€ 1,40;;KG;€ 0,00; € -   ;COCO026-A20-218;2;2021.02.19;ALMERIA;GHU 164;KÓNYA;RRJ 470 / WEH 572;€ 3 300;2021.02.21;;;;;;;;;;;;;;;;
;2;CAPSICUM CAL. RED I;COCO;GHU;ALDI;THURSDAY UP ALMERIA;;€ 1,05;;KG;€ 0,00; € -   ;COCO026-A20-218;2;2021.02.19;ALMERIA;GHU 164;KÓNYA;RRJ 470 / WEH 572;€ 3 300;2021.02.21;;;;;;;;;;;;;;;;
;2,2;CAPSICUM CAL. RED II;COCO;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA;;€ 0,70;;KG;€ 0,00; € -   ;COCO026-A20-218;2;2021.02.19;ALMERIA;GHU 164;KÓNYA;RRJ 470 / WEH 572;€ 3 300;2021.02.21;;;;;;;;;;;;;;;;
;0,8;CAPSICUM PALERMO STD;COCO;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA;;€ 0,80;;KG;€ 0,00; € -   ;COCO026-A20-218;2;2021.02.19;ALMERIA;GHU 164;KÓNYA;RRJ 470 / WEH 572;€ 3 300;2021.02.21;;;;;;;;;;;;;;;;
;2;CUCUMBER DUTCH II;AGRICOLA GUAINOS;GHU;GHUSZ;THURSDAY UP ALMERIA;;€ 0,55;;KG;€ 0,00; € -   ;AGR016-A-000128-21;3;2021.02.19;ALMERIA;GHU 164;KÓNYA;RRJ 470 / WEH 572;€ 3 300;2021.02.21;;;;;;;;;;;;;;;;
6;;MANDARIN 900GR;FRUBALMED;GHU;ALDI;THURSDAY UP ALMERIA;;€ 0,90;;PZS;€ 0,00; € -   ;FRU077-27-AL21;1;2021.02.19;ALMERIA;GHU 164;KÓNYA;RRJ 470 / WEH 572;€ 3 300;2021.02.21;;;;;;;;;;;;;;;;
4;;TOMATO SAN ROQUE;KOPFSALAT;GHU;ALDI;;;€ 1,00;;KG;;;;;2021.02.19;ALMERIA;GHU 164;KÓNYA;RRJ 470 / WEH 572;€ 3 300;2021.02.21;;;;;;;;;;;;;;;;
;1;TOMATO REBELLION G;DELGAFRUITS;GHU;GHUBU;THURSDAY UP ALMERIA;;€ 0,85;;KG;€ 0,00; € -   ;DEL009-002562;4;2021.02.19;ALMERIA;GHU 164;KÓNYA;RRJ 470 / WEH 572;€ 3 300;2021.02.21;;;;;;;;;;;;;;;;
;3;CAPSICUM PALERMO STD;DELGAFRUITS;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA;;€ 0,70;;KG;€ 0,00; € -   ;DEL009-002562;4;2021.02.19;ALMERIA;GHU 164;KÓNYA;RRJ 470 / WEH 572;€ 3 300;2021.02.21;;;;;;;;;;;;;;;;
18,5;;SPAR HU BICSKE 139;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 139;MONDAY NIGHT;;;;;;;;;2021.02.19;BARCELONA;GHU 165;KÓNYA;NUS 386 / WDA 628;€ 2 200;2021.02.21;;;;;;;;;;;;;;;;
4,5;;SPAR HU ÜLLŐ 140/D;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 140/D;MONDAY NIGHT;;;;;;;;;2021.02.19;BARCELONA;GHU 165;KÓNYA;NUS 386 / WDA 628;€ 2 200;2021.02.21;;;;;;;;;;;;;;;;
3;;SPAR HU BICSKE MA21-002818;EUROCASTELL;EUROCASTELL;SPAR HU BICSKE MA21-002818;MONDAY NIGHT;;;;;€ 8,50;;;;2021.02.19;BARCELONA;GHU 165;KÓNYA;NUS 386 / WDA 628;€ 2 200;2021.02.21;;;;;;;;;;;;;;;;
4;;SPAR HU ÜLLŐ MA21-002850;EUROCASTELL;EUROCASTELL;SPAR HU ÜLLŐ MA21-2850;MONDAY NIGHT;;;;;€ 8,50;;;;2021.02.19;BARCELONA;GHU 165;KÓNYA;NUS 386 / WDA 628;€ 2 200;2021.02.21;;;;;;;;;;;;;;;;
;2;CAPSICUM PALERMO LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.19;BARCELONA;GHU 165;KÓNYA;NUS 386 / WDA 628;€ 2 200;2021.02.21;;;;;;;;;;;;;;;;
