N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Invoice N°;Invoice amount;Payment date;Open invoices;Paid invoices;;;;;;;;;;;
23; ;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;LOAD LERIDA;;;;;;;;;2021.06.10;LERIDA;LOG221;DINAMO;NSF 386 / XZA 768;€ 2 000;2021.06.14;;;;;;;;;;;;;;;;
5;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;MONDAY MORNING;;;;;;;;;2021.06.10;LERIDA;LOG221;DINAMO;NSF 386 / XZA 768;€ 2 000;2021.06.14;;;;;;;;;;;;;;;;
1;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;MONDAY MORNING;;;;;;;;;2021.06.10;LERIDA;LOG221;DINAMO;NSF 386 / XZA 768;€ 2 000;2021.06.14;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2021.06.10;LERIDA;LOG221;DINAMO;NSF 386 / XZA 768;€ 2 000;2021.06.14;;;;;;;;;;;;;;;;
;26;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;MONDAY MORNING;;;;;;;;;2021.06.11;LERIDA;LOG222;KERMOR;MWJ 600 / XZS 117;€ 2 200;2021.06.14;;;;;;;;;;;;;;;;
4;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
5;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;MONDAY NIGHT;;;;;;;;;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
2;;TESCO HU 251;KOPFSALAT;KOPFSALAT;TESCO HU 251;SUNDAY ;;;;;;;;;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
2;;TESCO HU 252;KOPFSALAT;KOPFSALAT;TESCO HU 252;MONDAY;;;;;;;;;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
2;;TESCO HU 253;KOPFSALAT;KOPFSALAT;TESCO HU 253;TUESDAY;;;;;;;;;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
1;;TESCO HU 254/A;KOPFSALAT;KOPFSALAT;TESCO HU 254/A;WEDNESDAY;;;;;;;;;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
1;;TESCO HU 255/A;KOPFSALAT;KOPFSALAT;TESCO HU 255/A;THURSDAY;;;;;;;;;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
3;;LEMON 10KG;HISPAGROUP;GHU;ALDI;FRIDAY UP BARCELONA;;;€ 0,53;KG;€ 8,50; € -   ;HIS011-038/012101161;3;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
0,5;;BLUEBERRY 12*125GR 120#;FRESSAN;GHU;GHUBU/GHUSZ;FRIDAY UP BARCELONA;;;€ 6,25;KG;€ 8,50; € -   ;FRE026-CMR:06878;2;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
0,4;;RASPBERRY 12*125GR 96#;FRESSAN;GHU;GHUBU/GHUSZ;FRIDAY UP BARCELONA;;;€ 8,25;KG;€ 8,50; € -   ;FRE026-CMR:06878;2;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
0,1;;BLACKBERRY 8*125GR 16#;FRESSAN;GHU;GHUBU/GHUSZ;FRIDAY UP BARCELONA;;;€ 8,25;KG;€ 8,50; € -   ;FRE026-CMR:06878;2;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
2;;BIO CUCUMBER DUTCH 12PZS IFCO;KOPALMERIA;GHU;ALDI;FRIDAY UP BARCELONA;; ;€ 0,32;PZS;€ 8,50; € 45,00 ;KOP129-01/004186;1;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
;2;NECTARINE LOOSE I;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
;2;NECTARINE PLASTIC;KOPFSALAT;GHU;GHUBU/GHUSZ/ZSOLTI;;;;;;;;;;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
;2;APRICOT LOOSE STD;KOPFSALAT;GHU;GHUBU/ZSOLTI;;;;;;;;;;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
;1;MELON GALIA 9PZS;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
;1;PARAGUAYO I;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.06.11;LERIDA;GHU309;KÓNYA;SFB 843 / WED 152;€ 2 200;2021.06.13;;;;;;;;;;;;;;;;
;4;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;MONDAY MORNING;;;;;;;;;2021.06.11;BARCELONA;H139;KÓNYA;SFB 840 / WEW 301;€ 2 200;2021.06.14;;;;;;;;;;;;;;;;
4;;SPAR SLO ;AGESCO;AGESCO;SPAR SLO;MONDAY MORNING;;;;;;;;;2021.06.11;BARCELONA;H139;KÓNYA;SFB 840 / WEW 301;€ 2 200;2021.06.14;;;;;;;;;;;;;;;;
4;;DG69 SLO;DG69;DG69;DG69 SLO;SUNDAY ;;;;;;;;;2021.06.11;BARCELONA;H139;KÓNYA;SFB 840 / WEW 301;€ 2 200;2021.06.14;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/2266;AGESCO;AGESCO;SPAR HU BICSKE V/2266;MONDAY NIGHT;;;;;;;;;2021.06.11;BARCELONA;H139;KÓNYA;SFB 840 / WEW 301;€ 2 200;2021.06.14;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/2265;AGESCO;AGESCO;SPAR HU ÜLLŐ V/2265;MONDAY NIGHT;;;;;;;;;2021.06.11;BARCELONA;H139;KÓNYA;SFB 840 / WEW 301;€ 2 200;2021.06.14;;;;;;;;;;;;;;;;
6;;SPAR HU BICSKE V/2268;AGESCO;AGESCO;SPAR HU BICSKE V/2268;MONDAY NIGHT;;;;;;;;;2021.06.11;BARCELONA;H139;KÓNYA;SFB 840 / WEW 301;€ 2 200;2021.06.14;;;;;;;;;;;;;;;;
7;;SPAR HU ÜLLŐ V/2267;AGESCO;AGESCO;SPAR HU ÜLLŐ V/2267;MONDAY NIGHT;;;;;;;;;2021.06.11;BARCELONA;H139;KÓNYA;SFB 840 / WEW 301;€ 2 200;2021.06.14;;;;;;;;;;;;;;;;
3;;SPAR HU ÜLLŐ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU ÜLLŐ;MONDAY NIGHT;;;;;;;;;2021.06.11;BARCELONA;H139;KÓNYA;SFB 840 / WEW 301;€ 2 200;2021.06.14;;;;;;;;;;;;;;;;
1;;LEMON 10KG;HISPAGROUP;GHU;ALDI;FRIDAY UP BARCELONA;;;€ 0,53;KG;;;HIS012-038/012101161;;2021.06.11;BARCELONA;H139;KÓNYA;SFB 840 / WEW 301;€ 2 200;2021.06.14;;;;;;;;;;;;;;;;
2;;DG69 SLO;DG69;DG69;DG69 SLO;WEDNESDAY;;;;;;;DG69;;2021.06.12;LERIDA;LOG223;SERGIO;SB 85 HNL / SB 08 HNL;€ 2 500;2021.06.16;;;;;;;;;;;;;;;;
3;;SPAR CRO 112;KOPFSALAT;KOPFSALAT;SPAR CRO 112;WEDNESDAY MORNING;;;;;;;SPAR;;2021.06.12;LERIDA;LOG223;SERGIO;SB 85 HNL / SB 08 HNL;€ 2 500;2021.06.16;;;;;;;;;;;;;;;;
21;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;WEDNESDAY MORNING;;;;;;;SPAR;;2021.06.12;LERIDA;LOG223;SERGIO;SB 85 HNL / SB 08 HNL;€ 2 500;2021.06.16;;;;;;;;;;;;;;;;
3;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;WEDNESDAY MORNING;;;;;;;SPAR;;2021.06.12;LERIDA;LOG223;SERGIO;SB 85 HNL / SB 08 HNL;€ 2 500;2021.06.16;;;;;;;;;;;;;;;;
1;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;WEDNESDAY MORNING;;;;;;;SPAR;;2021.06.12;LERIDA;LOG223;SERGIO;SB 85 HNL / SB 08 HNL;€ 2 500;2021.06.16;;;;;;;;;;;;;;;;
2;;TESCO HU 254;KOPFSALAT;KOPFSALAT;TESCO HU 254;WEDNESDAY;;;;;;;;;2021.06.12;LERIDA;LOG223;SERGIO;SB 85 HNL / SB 08 HNL;€ 2 500;2021.06.16;;;;;;;;;;;;;;;;
1;;TESCO HU 255;KOPFSALAT;KOPFSALAT;TESCO HU 255;THURSDAY;;;;;;;;;2021.06.12;LERIDA;LOG223;SERGIO;SB 85 HNL / SB 08 HNL;€ 2 500;2021.06.16;;;;;;;;;;;;;;;;
15;;NECTARIN 10*500GR;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,58;;PZS;€ 0,00; € -   ;FRU140-82/AL21;1;2021.06.12;LERIDA;H140;KÓNYA;SFB 842 / WEW 303;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
3;;NECTARINE 7KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 1,20;;KG;€ 0,00; € -   ;FRU140-80/AL21;1;2021.06.12;LERIDA;H140;KÓNYA;SFB 842 / WEW 303;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
3;;PEACH RED 7KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,95;;KG;€ 0,00; € -   ;FRU140-79/AL21;1;2021.06.12;LERIDA;H140;KÓNYA;SFB 842 / WEW 303;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
3;;PARAGUAYO 5KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,95;;KG;€ 0,00; € -   ;FRU140-81/AL21;1;2021.06.12;LERIDA;H140;KÓNYA;SFB 842 / WEW 303;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
4;;PARAGUAYO 10x500GR;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,60;;PZS;€ 0,00; € -   ;FRU140-78/AL21;1;2021.06.12;LERIDA;H140;KÓNYA;SFB 842 / WEW 303;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
;1;PARAGUAYO (PLASTIC BOX);FRUBALMED;GHU;;SATURDAY UP LERIDA;;€ 0,55;;KG;€ 0,00; € -   ;FRU140-78/AL21;1;2021.06.12;LERIDA;H140;KÓNYA;SFB 842 / WEW 303;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
;2;PLUM 5KG;FRUBALMED;GHU;ALDI;MONDAY UP BARCELONA;;;€ 1,10;KG;€ 8,50; € -   ;FRU140-83/AL21;1;2021.06.12;LERIDA;H140;KÓNYA;SFB 842 / WEW 303;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
1;;CORN 15PZS;AGESCO;GHU;ALDI;MONDAY UP BARCELONA;;€ 0,40;;PZS;€ 8,50; € 40,00 ;AGE073-V/2292;;2021.06.12;LERIDA;H140;KÓNYA;SFB 842 / WEW 303;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
4;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2021.06.14;LERIDA;H141;KÓNYA;SFB 843 / WEH 574;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
6;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2021.06.14;LERIDA;H141;KÓNYA;SFB 843 / WEH 574;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
1,5;;SPAR HU BICSKEV/2286 ;AGESCO;AGESCO;SPAR HU BICSKE V/2286;WEDNESDAY NIGHT;;;;;;;;;2021.06.14;LERIDA;H141;KÓNYA;SFB 843 / WEH 574;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
1,5;;SPAR HU ÜLLŐ V/2285;AGESCO;AGESCO;SPAR HU ÜLLŐ V/2285;WEDNESDAY NIGHT;;;;;;;;;2021.06.14;LERIDA;H141;KÓNYA;SFB 843 / WEH 574;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
6;;SPAR HU BICSKE V/2288;AGESCO;AGESCO;SPAR HU BICSKE V/2288;WEDNESDAY NIGHT;;;;;;;;;2021.06.14;LERIDA;H141;KÓNYA;SFB 843 / WEH 574;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
7;;SPAR HU ÜLLŐ V/2287;AGESCO;AGESCO;SPAR HU ÜLLŐ V/2287;WEDNESDAY NIGHT;;;;;;;;;2021.06.14;LERIDA;H141;KÓNYA;SFB 843 / WEH 574;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2021.06.14;LERIDA;H141;KÓNYA;SFB 843 / WEH 574;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
3;;SPAR HU ÜLLŐ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2021.06.14;LERIDA;H141;KÓNYA;SFB 843 / WEH 574;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
1;;BIO CUCUMBER DUTCH 12PZS IFCO;KOPALMERIA;GHU;ALDI;MONDAY UP BARCELONA;;€ 0,35;;PZS;€ 8,50; € 45,00 ;KOP131-210612/000012;;2021.06.14;LERIDA;H141;KÓNYA;SFB 843 / WEH 574;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
1;;BIO LEMON 10*400GR;AXARFRUIT;GHU;SPAR HU;MONDAY UP BARCELONA;;;€ 0,48;PZS;€ 8,50; € -   ;AXA070-005395;1;2021.06.14;LERIDA;H141;KÓNYA;SFB 843 / WEH 574;€ 2 200;2021.06.16;;;;;;;;;;;;;;;;
2;;AUBERGINE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.06.14;BARCELONA;GHU 310;BILEK;PWB 110 / WFA 096;€ 1 200;2021.06.16;;;;;;;;;;;;;;;;
;1;APRICOT LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2021.06.14;BARCELONA;GHU 310;BILEK;PWB 110 / WFA 096;€ 1 200;2021.06.16;;;;;;;;;;;;;;;;
;1;PARAGUAYO LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2021.06.14;BARCELONA;GHU 310;BILEK;PWB 110 / WFA 096;€ 1 200;2021.06.16;;;;;;;;;;;;;;;;
;1;NECTARIN LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2021.06.14;BARCELONA;GHU 310;BILEK;PWB 110 / WFA 096;€ 1 200;2021.06.16;;;;;;;;;;;;;;;;
3;;CORN 15PZS;AGESCO;GHU;ALDI;MONDAY UP BARCELONA;;€ 0,40;;PZS;€ 8,50; € 40,00 ;AGE072-V/2291;2;2021.06.14;BARCELONA;GHU 310;BILEK;PWB 110 / WFA 096;€ 1 200;2021.06.16;;;;;;;;;;;;;;;;
;1;PLUM 5KG;FRUBALMED;GHU;ALDI;MONDAY UP BARCELONA;;;€ 1,10;KG;€ 8,50; € -   ;FRU104-84/AL21;3;2021.06.14;BARCELONA;GHU 310;BILEK;PWB 110 / WFA 096;€ 1 200;2021.06.16;;;;;;;;;;;;;;;;
;1;APRICOT LOOSE;FRUBALMED;GHU;ALDI;MONDAY UP BARCELONA;;;€ 1,00;KG;€ 8,50; € -   ;FRU104-75/AL21;3;2021.06.14;BARCELONA;GHU 310;BILEK;PWB 110 / WFA 096;€ 1 200;2021.06.16;;;;;;;;;;;;;;;;
2;;BIO CUCUMBER DUTCH 12PZS IFCO;KOPALMERIA;GHU;ALDI;MONDAY UP BARCELONA;;€ 0,35;;PZS;€ 8,50; € 45,00 ;KOP130-210612/000012;1;2021.06.14;BARCELONA;GHU 310;BILEK;PWB 110 / WFA 096;€ 1 200;2021.06.16;;;;;;;;;;;;;;;;
0,1;;BLACKBERRY 8*125GR 17#;FRESSAN;GHU;GHUBU/GHUSZ;MONDAY UP BARCELONA;;;€ 8,25;KG;€ 8,50; € -   ;FRE027-CMR: 37084;4;2021.06.14;BARCELONA;GHU 310;BILEK;PWB 110 / WFA 096;€ 1 200;2021.06.16;;;;;;;;;;;;;;;;
0,7;;RASPBERYY 12*125GR 160#;FRESSAN;GHU;GHUBU/GHUSZ;MONDAY UP BARCELONA;;;€ 8,25;KG;€ 8,50; € -   ;FRE027-CMR: 37084;4;2021.06.14;BARCELONA;GHU 310;BILEK;PWB 110 / WFA 096;€ 1 200;2021.06.16;;;;;;;;;;;;;;;;
0,2;;BLUEBERRY 12*125 GR 32#;FRESSAN;GHU;GHUBU/GHUSZ;MONDAY UP BARCELONA;;;€ 6,25;KG;€ 8,50; € -   ;FRE027-CMR: 37084;4;2021.06.14;BARCELONA;GHU 310;BILEK;PWB 110 / WFA 096;€ 1 200;2021.06.16;;;;;;;;;;;;;;;;
;3;AUBERGINE I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.06.14;ALMERIA;GHU 311;LIVIU;MM 36 DIU / MM 39 DIU;€ 550;2021.06.17;;;;;;;;;;;;;;;;
1;;TOM. PEAR MMM;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.06.14;ALMERIA;GHU 311;LIVIU;MM 36 DIU / MM 39 DIU;€ 550;2021.06.17;;;;;;;;;;;;;;;;
2;;SPAR CRO 113;KOPFSALAT;KOPFSALAT;SPAR CRO 113;FRIDAY MORNING;;;;;;;;;2021.06.15;BARCELONA;LOG224;SERGIO;SB 21 HRM / R 2533 BCZ;€ 2 400;2021.06.18;;;;;;;;;;;;;;;;
25;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;FRIDAY MORNING;;;;;;;;;2021.06.15;BARCELONA;LOG224;SERGIO;SB 21 HRM / R 2533 BCZ;€ 2 400;2021.06.18;;;;;;;;;;;;;;;;
5;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;FRIDAY MORNING;;;;;;;;;2021.06.15;BARCELONA;LOG224;SERGIO;SB 21 HRM / R 2533 BCZ;€ 2 400;2021.06.18;;;;;;;;;;;;;;;;
1;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;FRIDAY MORNING;;;;;;;;;2021.06.15;BARCELONA;LOG224;SERGIO;SB 21 HRM / R 2533 BCZ;€ 2 400;2021.06.18;;;;;;;;;;;;;;;;
3;;SPAR HU BICSKE V/2312;AGESCO;AGESCO;SPAR HU BICSKE V/2312;SATURDAY NIGHT;;;;;;;;;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
4;;SPAR HU ÜLLŐ V/2311;AGESCO;AGESCO;SPAR HU ÜLLŐ V/2311;SATURDAY NIGHT;;;;;;;;;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
4;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;SATURDAY NIGHT;;;;;;;;;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
4;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;SATURDAY NIGHT;;;;;;;;;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU BICSKE ;SATURDAY NIGHT;;;;;;;;;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
3;;SPAR HU ÜLLŐ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU ÜLLŐ ;SATURDAY NIGHT;;;;;;;;;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
2;;TESCO HU 256;KOPFSALAT;KOPFSALAT;TESCO HU 256;FRIDAY;;;;;;;;;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
2;;TESCO HU 257;KOPFSALAT;KOPFSALAT;TESCO HU 257;SATURDAY;;;;;;;;;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
3;;LEMON 10KG;HISPAGROUP;GHU;ALDI;WEDNESDAY UP BARCELONA;;;€ 0,53;KG;€ 8,50; € -   ;HIS013-038/012101169;2;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
1;;MELON GALIA 7PZS;HISPAGROUP;GHU;ALDI;WEDNESDAY UP BARCELONA;;;€ 4,00;CAJA;€ 8,50; € -   ;HIS013-038/012101169;2;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
1;;MELON GALIA 8PZS;HISPAGROUP;GHU;ALDI;WEDNESDAY UP BARCELONA;;;€ 3,85;CAJA;€ 8,50; € -   ;HIS013-038/012101169;2;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
1;;BIO LEMON 10*400GR;AXARFRUIT;GHU;SPAR HU;WEDNESDAY UP BARCELONA;;;€ 0,48;PZS;€ 8,50; € -   ;AXA071-005397;1;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
2;;PARAGUAYO LOOSE B;FRUBALMED;GHU;ALDI;TUESDAY UP LERIDA;;€ 0,95;;KG;€ 8,50; € -   ;FRU106-87/AL21;;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
1;;APRICOT STD;FRUBALMED;GHU;ALDI;;;;€ 1,00;KG;€ 8,50; € -   ;FRU106-75/AL21;;2021.06.15;LERIDA;H142;KÓNYA;SFB 847(HU) / WEW 302(HU);€ 2 200;2021.06.18;;;;;;;;;;;;;;;;
;7;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;MONDAY MORNING;;;;;€ 106,00; € 120,00 ;DG69;;2021.06.17;LERIDA;LOG227;KÓNYA;SHB 850 / WDA 628;€ 2 200;2021.06.21;;;;;;;;;;;;;;;;
4;;SPAR CRO 114;KOPFSALAT;KOPFSALAT;SPAR CRO 114;MONDAY MORNING;;;;;;;SPAR;;2021.06.17;LERIDA;LOG227;KÓNYA;SHB 850 / WDA 628;€ 2 200;2021.06.21;;;;;;;;;;;;;;;;
2; ;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;MONDAY MORNING;;;;;;;SPAR;;2021.06.17;LERIDA;LOG227;KÓNYA;SHB 850 / WDA 628;€ 2 200;2021.06.21;;;;;;;;;;;;;;;;
1;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;MONDAY MORNING;;;;;;;SPAR;;2021.06.17;LERIDA;LOG227;KÓNYA;SHB 850 / WDA 628;€ 2 200;2021.06.21;;;;;;;;;;;;;;;;
4;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;MONDAY MORNING;;;;;;;SPAR;;2021.06.17;LERIDA;LOG227;KÓNYA;SHB 850 / WDA 628;€ 2 200;2021.06.21;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/2335;AGESCO;AGESCO;SPAR HU BICSKE V/2335;MONDAY NIGHT;;;;;;;;;2021.06.17;LERIDA;LOG227;KÓNYA;SHB 850 / WDA 628;€ 2 200;2021.06.21;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ V/2334;AGESCO;AGESCO;SPAR HU ÜLLŐ V/2334;MONDAY NIGHT;;;;;;;;;2021.06.17;LERIDA;LOG227;KÓNYA;SHB 850 / WDA 628;€ 2 200;2021.06.21;;;;;;;;;;;;;;;;
3;;SPAR HU BICSKE V/2337;AGESCO;AGESCO;SPAR HU BICSKE V/2337;MONDAY NIGHT;;;;;;;;;2021.06.17;LERIDA;LOG227;KÓNYA;SHB 850 / WDA 628;€ 2 200;2021.06.21;;;;;;;;;;;;;;;;
4;;SPAR HU ÜLLŐ V/2336;AGESCO;AGESCO;SPAR HU ÜLLŐ V/2336;MONDAY NIGHT;;;;;;;;;2021.06.17;LERIDA;LOG227;KÓNYA;SHB 850 / WDA 628;€ 2 200;2021.06.21;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2021.06.17;LERIDA;LOG227;KÓNYA;SHB 850 / WDA 628;€ 2 200;2021.06.21;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;MONDAY NIGHT;;;;;;;;;2021.06.17;LERIDA;LOG227;KÓNYA;SHB 850 / WDA 628;€ 2 200;2021.06.21;;;;;;;;;;;;;;;;
;7;KÓNYA;KÓNYA;KÓNYA;;;;;;;;;;;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
0,25;;TESCO HU 258;KOPFSALAT;KOPFSALAT;TESCO HU 258;SUNDAY ;;;;;;;;;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
0,25;;TESCO HU 259;KOPFSALAT;KOPFSALAT;TESCO HU 259;MONDAY;;;;;;;;;2021.06.17;LERIDA;GHU 314;KÓNYA;SFB 845 / WDA 625;€ 1 755;2021.06.20;;;;;;;;;;;;;;;;
